Object Name,Object Type,Materials,Creation Start Date,Creation End Date,Creation Date Decision,Creation Lat.,Creation Long.,Find Date,Find Site Name,Find Site Type,Find Lat.,Find Long.,Owner,Source
Pendant of Empress Maria,Pendant,"Agate cameo with gold, emeralds, and rubies",398,407,403,45.4642,9.19,1544,Chapel of St. Petronilla,Chapel,41.9022,12.4539,Empress Maria,"Evans et al., The Glory of Byzantium: Art and Culture of the Middle Byzantine Era, A.D. 843–1261, The Metropolitan Museum of Art (1997)"
