Name of Church English,Name of Church Latin,Type of Church,Latitude,Longitude,Lower year built,Higher year built,Range,Approximation,Year Consecrated,Still Standing,Materials used,Multiple types of marble used,How many types used,What types of Marble used,How many valuable,Length ,Height,Width,Sect of Christianity,Number of Worshippers,Major Church,Comments
Arch Basilica of St John Latern,Latern Basilica,Basilica,41.8861521,12.5043276,312 AD,314 AD,312-314 AD,313 AD,312 AD,Yes,"Marble, Granite",Yes,3,"White, Green, yellow",4 miles from Vatican,220 Meters,150 meters,150 meters,Mandeism,,Yes,"Was built as part of a building program of Christian churches. Gold was used in the roof beams, golden mosaic, plain austere exterior. 7 silver altars, Mandeism, cult of John the Baptist. Info came from Ancient Churches of Rome. "
