Latitude,Longitude,Title,Artist,DateLow,DateHigh,DateDecision,HeightMeters,Material,StillStanding,SubjectName,SubjectStatus,Comissioned,Type,Naturalism,Citation,CulturalInfluence,AreaFound,Themes
41.893306,12.495083,Terracotta Frieze,Not Given,540,560,550,0.24,Terracotta,No,Amazons,Warrior,No,Frieze,No,"Strong, D. E. Roman Imperial Sculpture. 1st ed., Alec Tiranti Ltd., 1971.",Etruscan,Tomb,"Victory, war"
