Item,Location,Long.,Lat.,Condition,Context,Sect,Subject,Medium,Datelow,Datehigh,Datedecision,Artist,Size,Patron,Source,Discussion
Villa del Casale,"Sicily, Italy",37.364722,14.334722,Intact,Domestic,Pagan,,Fresco,300 CE,400CE,350 CE,Unknown,,C. Ceionius Rufus Volusianus,https://www.penn.museum/documents/publications/expedition/PDFs/53-2/pensabene.pdf,
