Object,Sculptor,Material,Latitude,Longitude,Location,Date Low,Date High,Date Average,Name of Patron,Source,Notes
Portrait of Hadrian,,Marble,41.890026,12.492295,Rome,117,125,121,Hadrian,The Art of the Roman Empire,"Date: ""made after 117"""
